175.79968,-37.61607,Thompsons Trk,"5811m, nums:581"
175.14237,-37.43433,SH1,"4174m, nums:417"
177.35049,-38.28366,SH2,"3810m, nums:381"
177.50076,-38.12696,Motu Rd,"2871m, nums:861"
177.29968,-38.26317,SH2,"2173m, nums:652"
177.28739,-38.09303,SH2,"1862m, nums:558"
177.23097,-38.01538,Paerata Ridge Rd,"1716m, nums:172"
175.16724,-37.31197,Falls Rd,"1713m, nums:171"
175.16052,-37.47994,Balemi Rd,"1706m, nums:171"
178.00169,-38.07042,Ihungia Rd,"1647m, nums:494"
175.62545,-37.45557,Paeroa-Tahuna Rd,"1552m, nums:155"
174.84831,-38.57424,Ngatarawa Rd,"1544m, nums:463"
175.3492,-38.19296,Maihiihi Rd,"1246m, nums:125"
174.96989,-38.22165,Hauturu Rd,"1229m, nums:369"
178.28736,-38.15329,SH35,"1161m, nums:348"
175.31143,-38.58409,Poro-O-Tarao Rd,"1073m, nums:322"
