 168.34425,-46.64003,Unmatched: Bluff Harbour,"",11,588
 168.69554,-45.03745,Unmatched: Frankton Arm,"",10,718
 168.22353,-44.91017,Unmatched: Lake Howden,"",11,724
 168.15922,-44.77510,Unmatched: Lake Mackenzie,"",11,725
 169.90472,-45.82556,Unmatched: Lake Mahinerangi,"",10,617
 168.38260,-44.85158,Unmatched: Lake Wakatipu,"",10,732
