175.82946224047765,-40.18849331818096,Unmatched: Awahou North,"",6,352
175.79658728020155,-40.21728417482452,Unmatched: Awahou South,"",6,353
175.44708079241278,-41.17983128266705,Unmatched: Bidwells Cutting,"",15,201
175.69832237131402,-40.73210330878948,Unmatched: Hastwell,"",6,325
175.28884163675946,-40.58882808164556,Unmatched: Heatherlea,"",6,335
175.94954965044238,-40.344535893544716,Unmatched: Hopelands,"",6,336
176.23175046674902,-40.44583650652628,Unmatched: Horoeka,"",6,356
175.68941265998646,-40.56375563730491,Unmatched: Hukanui,"",6,326
175.3429744104169,-40.59938670268487,Unmatched: Ihakara,"",6,334
175.64286745552604,-40.699778347333584,Unmatched: Kaiparoro,"",6,329
176.00955736106764,-40.21675524937472,Unmatched: Kiritaki,"",6,320
175.9513965735461,-40.4190672592608,Unmatched: Kohinui,"",6,338
175.79035797925553,-40.50457743729665,Unmatched: Konini,"",6,343
176.18867649625628,-40.48188615986617,Unmatched: Korora,"",6,357
175.22401577807884,-41.25572570530275,Unmatched: Lake Wairarapa,"",15,181
175.58645710844,-40.40887324221553,Unmatched: Linton Camp,Palmerston North,6,228
174.91349463489658,-41.210102474411876,Unmatched: Lower Hutt Central,Lower Hutt,15,95
174.986780970709,-40.96457629171122,Unmatched: MacKay,Paraparaumu,15,123
175.35748191269957,-40.65134790868354,Unmatched: Makahika,"",6,339
175.448472484276,-40.5141910056291,Unmatched: Makerua,"",6,350
174.86868230886904,-41.096969901500444,Unmatched: Mana,Porirua,15,81
175.71519125811702,-40.530816279008945,Unmatched: Mangamaire,"",6,346
175.87347449012447,-40.56965991193719,Unmatched: Mangaone,"",6,347
175.72197442994678,-40.688041766692685,Unmatched: Mangaoranga,"",6,323
175.45835380126863,-40.570653853455966,Unmatched: Mangaore,"",6,358
175.90679052959908,-40.2990628129092,Unmatched: Mangarawa,"",6,341
176.11501887611087,-40.54314753200633,Unmatched: Mangatiti,"",6,355
176.24727054391036,-40.636524199132545,Unmatched: Mara,"",6,354
175.6137748464403,-40.391545346172386,Unmatched: Massey University,Palmerston North,6,236
175.60571928383206,-40.891539954968934,Unmatched: Matahiwi,"",15,231
175.4370063455567,-41.13992429999162,Unmatched: Morrisons Bush,"",15,200
175.9568091539137,-40.58736948429048,Unmatched: Mount Marchant,"",6,348
175.19801989860548,-40.65312015016446,Unmatched: Muhunoa West,"",6,349
175.92863030789954,-40.48673409089182,Unmatched: Ngaturi,"",6,344
175.63851450708043,-40.626558882911,Unmatched: Nireaha,"",6,327
175.1009278090356,-41.352887977366514,Unmatched: Ocean Beach,"",15,143
175.69674262194755,-41.3601450276996,Unmatched: Pahaoa,"",15,333
175.21557807819542,-41.08970166347211,Unmatched: Pakuratahi,Upper Hutt,15,162
175.61276227994136,-40.34944340344021,Unmatched: Palmerston North Central,"",6,174
175.6616843018682,-40.66310335330858,Unmatched: Parkville,"",6,328
174.85226254910592,-41.139265465182774,Unmatched: Porirua East,Porirua,15,71
174.84804195545598,-41.14408941315242,Unmatched: Ranui Heights,Porirua,15,72
176.1631022025084,-40.20566455813893,Unmatched: Raumati,"",6,322
175.79593730153965,-40.617570335074674,Unmatched: Rongomai,"",6,324
174.81775079488696,-41.30173736119181,Unmatched: Shelly Bay,"",15,304
175.53213052482005,-41.24722536901747,Unmatched: Tablelands,"",15,332
175.40034248977202,-40.38350247407305,Unmatched: Taikorea,"",6,330
174.81067001123222,-41.338879273560785,Unmatched: Tarakena Bay,"",15,340
175.6093810425783,-41.01178667840621,Unmatched: Taratahi,"",15,222
175.39246778126375,-41.14457948501775,Unmatched: Tauherenikau,"",15,191
176.40019099791235,-40.45443545616146,Unmatched: Ti Tree Point,"",6,331
176.00441553513744,-40.29087269436647,Unmatched: Waiaruhe,"",6,337
