168.31033,-46.59184,"Lvl0: Ocean Beach, Bluff",562,0
168.26089,-46.51905,Lvl0: Omaui,391,0
167.73826,-46.28259,Lvl0: Orepuki,325,0
169.582,-46.42979,Lvl0: Owaka Valley,68,0
168.53004,-45.54264,Lvl0: Parawa,472,0
167.7102,-46.11531,Lvl0: Piko Piko,575,0
169.17276,-46.59733,Lvl0: Progress Valley,557,0
169.6177,-46.15376,Lvl0: Pukeawa,84,0
169.61238,-46.04831,Lvl0: Puketi,83,0
169.479,-46.49159,Lvl0: Puketiro,70,0
169.53256,-46.53828,Lvl0: Purakauiti,75,0
169.54904,-46.52455,"Lvl0: Purakaunui, Owaka",716,0
169.48759,-46.35492,Lvl0: Purekireki,65,0
169.03405,-46.54103,Lvl0: Quarry Hills,550,0
168.97363,-46.36799,Lvl0: Redan,526,0
168.5328,-46.40095,Lvl0: Rimu,470,0
170.21946,-45.37112,Lvl0: Rock and Pillar,718,0
169.71109,-46.34877,Lvl0: Romahapa,96,0
169.47076,-45.98896,Lvl0: Rongahere,59,0
168.44903,-46.35563,Lvl0: Roslyn Bush,437,0
167.83653,-46.33915,Lvl0: Round Hill,336,0
169.32655,-45.54951,Lvl0: Roxburgh East,57,0
168.33444,-46.26879,Lvl0: Ryal Bush,401,0
167.92274,-46.0566,Lvl0: Scotts Gap,337,0
169.01208,-46.66188,Lvl0: Slope Point,549,0
168.22244,-46.04252,Lvl0: South Hillend,383,0
169.43504,-45.20069,Lvl0: Springvale,52,0
169.3815,-46.51493,Lvl0: Tahakopa,48,0
169.56825,-46.51219,Lvl0: Tarara,608,0
169.52981,-46.46412,Lvl0: Tawanui,81,0
169.65614,-46.22654,Lvl0: Te Houka,87,0
169.35403,-45.60993,Lvl0: Teviot,50,0
167.90109,-45.54539,Lvl0: The Key,335,0
169.6273,-45.95188,Lvl0: Tuapeka Flat,93,0
169.51745,-46.02192,Lvl0: Tuapeka Mouth,73,0
169.54217,-45.93678,Lvl0: Tuapeka West,90,0
168.42843,-46.25126,Lvl0: Tussock Creek,445,0
168.38915,-46.37905,"Lvl0: Waihopai, Invercargill",431,0
168.95166,-46.23478,Lvl0: Waikana,532,0
169.12605,-46.62754,Lvl0: Waikawa,556,0
169.13345,-46.52718,Lvl0: Waikawa Valley,554,0
168.80334,-46.51905,Lvl0: Waimahaka,508,0
169.24417,-46.10844,Lvl0: Waipahi,18,0
169.67126,-46.28834,Lvl0: Waitepeka,88,0
169.48175,-46.21693,Lvl0: Waiwera South,67,0
169.62182,-46.27186,Lvl0: Warepa,91,0
168.95715,-46.07136,Lvl0: Whiterigg,538,0
168.38916,-46.47641,"Lvl0: Woodend, Invercargill",443,0
168.20184,-46.29933,Lvl0: Wrights Bush,381,0
168.84779,-46.32904,Lvl0: Wyndham,521,0
170.62787,-45.86185,Lvl0: Larnachs Castle,605,0
168.11582,-45.52605,Lvl0: Centre Hill,355,0
169.32124,-46.53192,Lvl0: Catlins Conservation Park,34,0
168.11094,-45.69722,Lvl0: Hamilton Burn,368,0
168.06097,-45.69843,Lvl0: Braxton,356,0
168.16088,-45.59924,Lvl0: West Dome,612,0
168.11302,-45.89698,Lvl0: Gowan Hill,359,0
168.35068,-46.38465,"Lvl0: Prestonville, Invercargill",412,0
170.44169,-45.45066,Lvl0: Nenthorn,560,0
169.81699,-45.44881,Lvl0: Serpentine,564,0
170.28009,-45.86563,Lvl0: Riverside,579,0
169.2283,-46.46479,Lvl0: Tahakopa Valley,558,0
168.27742,-46.47555,Lvl0: Sandy Point,571,0
168.38608,-46.58486,Lvl0: Tiwai Point,583,0
