172.56605,-43.50193,Burnside,Christchurch,203
172.50975,-43.54038,Islington,Christchurch,183
171.34657,-44.24351,Milford,"",89
172.57351,-43.6198,Lansdowne,"",403
172.90251,-43.81779,Wainui,"",317
172.52825,-43.52815,Broomfield,Christchurch,193
172.54545,-43.48133,Harewood,Christchurch,190
171.00872,-42.74662,Kaniere,Hokitika,351
172.1925,-43.65945,Dunsandel,"",151
171.41382,-43.82191,Mayfield,"",93
172.66905,-43.56648,Hillsborough,Christchurch,267
172.71879,-43.56302,Mount Pleasant,Christchurch,290
172.58528,-43.48957,Bishopdale,Christchurch,208
172.29672,-43.7614,Leeston,"",161
172.65257,-43.51841,Richmond,Christchurch,257
170.8173,-42.89897,Ross,"",347
171.2834,-44.18995,Winchester,"",86
171.04333,-42.8379,Kokatahi,"",350
170.68729,-42.9756,Kakapotahi,"",345
172.67317,-43.51429,Dallington,Christchurch,271
170.80822,-44.14684,Coal Stream,"",22
172.60281,-43.57976,Westmorland,Christchurch,227
172.52211,-43.53489,Hei Hei,Christchurch,188
171.2092,-44.03614,Woodbury,"",40
171.15019,-44.33415,Rosewill,"",43
172.54957,-43.53626,Sockburn,Christchurch,196
171.71324,-43.51841,Windwhistle,"",120
172.60588,-43.55824,Spreydon,Christchurch,226
170.8892,-42.80664,Ruatapu,"",349
171.28479,-43.30856,Double Hill,"",81
171.18999,-44.41654,Fairview,"",61
172.63882,-43.55137,Sydenham,Christchurch,244
172.21722,-43.50056,Kirwee,Darfield,160
171.21746,-44.4344,Salisbury,"",357
172.64845,-43.56922,Huntsbury,Christchurch,251
172.59624,-43.51979,Fendalton,Christchurch,219
172.57292,-43.52253,Ilam,Christchurch,204
172.67935,-43.54766,Woolston,Christchurch,266
171.53197,-43.36735,Lake Coleridge,"",104
172.37375,-43.59944,Rolleston,"",171
171.38365,-44.21055,Clandeboye,"",91
171.2834,-44.23664,Temuka,"",54
172.10737,-43.28495,Coopers Creek,"",155
169.84726,-44.27173,Lake Ohau,"",4
171.61572,-43.52528,Mount Hutt,"",105
171.09526,-44.455,Southburn,"",35
171.64717,-43.63265,Methven,"",107
172.61545,-43.51567,Merivale,Christchurch,233
172.59704,-43.53105,Riccarton,Christchurch,220
171.00188,-44.23664,Totara Valley,"",31
170.36381,-43.26247,Whataroa,"",343
171.17373,-44.42768,Adair,"",50
172.61545,-43.47721,Redwood,Christchurch,231
172.58528,-42.83314,The Peaks,"",195
169.86769,-44.47397,Quailburn,"",372
171.26553,-44.0485,Orari Bridge,"",75
172.64019,-43.50056,Mairehau,Christchurch,243
172.37654,-43.31517,Cust,"",166
170.55414,-43.149,Harihari,"",344
172.0909,-43.58845,Greendale,"",152
172.66493,-43.41267,Kainga,Christchurch,254
171.27501,-44.29902,Seadown,"",78
172.64367,-43.56322,Beckenham,Christchurch,250
172.52621,-43.54725,Hornby,Christchurch,186
171.2092,-44.08421,Geraldine Downs,"",47
170.75603,-44.04438,Kimbell,"",20
171.53839,-43.56534,Pudding Hill,"",106
170.92909,-44.10069,Middle Valley,"",27
171.25181,-44.0897,Geraldine,"",58
170.67644,-43.00621,Pukekura,"",346
172.03047,-43.76148,Rakaia,"",146
172.66888,-43.53253,Linwood,Christchurch,258
171.8254,-43.97366,Wakanui,"",132
171.28885,-43.97846,Arundel,"",84
172.55505,-43.51704,Avonhead,Christchurch,192
172.68965,-43.53626,Bromley,Christchurch,276
171.49515,-43.76385,Valetta,"",101
170.89175,-42.87726,Totara River,"",348
171.75032,-43.62004,Highbank,"",115
172.62785,-43.45146,Belfast,Christchurch,238
171.56819,-44.00248,Hinds,"",98
171.168,-44.08421,Pleasant Valley,"",44
170.03587,-44.23943,Ben Ohau,"",11
172.62783,-43.56236,Somerfield,Christchurch,235
171.40013,-43.71067,Mount Somers,"",82
171.72451,-43.2294,Castle Hill,"",119
172.08815,-43.70518,Bankside,"",147
172.51196,-43.58225,Prebbleton,"",9
170.87347,-44.38125,Hunters Hills,"",26
172.65666,-43.53948,Phillipstown,Christchurch,259
172.42872,-43.64475,Springston,"",172
171.05539,-44.15974,Kakahu,"",30
170.83708,-44.00044,Ashwick Flat,"",21
170.67641,-44.51267,Cattle Creek,"",17
171.10071,-44.31217,Levels Valley,"",37
170.95407,-44.30958,Cave,"",28
172.64463,-43.51332,Edgeware,Christchurch,249
171.23821,-44.35423,Washdyke,Timaru,56
172.57206,-43.53176,Upper Riccarton,Christchurch,209
172.60953,-43.50736,Strowan,Christchurch,225
171.03297,-44.28317,Sutherlands,"",34
171.25317,-44.14738,Geraldine Flat,"",63
172.62783,-43.35636,Flaxton,"",216
172.59753,-43.50511,Bryndwr,Christchurch,213
171.11996,-44.43302,Pareora West,"",39
172.31884,-43.61729,Burnham,"",163
172.60667,-43.45498,Northwood,Christchurch,223
171.29297,-42.73838,Turiwhate,"",352
171.02363,-43.52796,Ashburton Lakes,"",36
172.61412,-43.5445,Addington,Christchurch,221
172.92867,-43.0689,Teviotdale,"",312
172.37242,-43.52665,West Melton,"",167
172.1896,-43.29841,Oxford,"",158
172.66212,-43.55517,Opawa,Christchurch,265
170.65269,-44.08934,Burkes Pass,"",16
171.26417,-43.91255,Peel Forest,"",62
172.53857,-43.51979,Russley,Christchurch,194
172.70289,-43.55916,Ferrymead,Christchurch,360
171.50171,-43.61592,Alford Forest,"",99
171.18315,-44.21879,Waitohi,"",41
172.66866,-43.24626,Sefton,"",206
171.21109,-44.4877,Pareora,"",53
172.68414,-43.51841,Wainoni,Christchurch,275
172.65118,-43.55137,Waltham,Christchurch,260
