169.67597604917822,-44.41283918540486,Birchwood,3
169.88593197604018,-44.24470231157919,Lake Ohau,4
170.01855845434568,-44.46457699330641,Ben Omar,6
172.50218929675626,-43.590069116411705,Prebbleton,9
170.00961597099337,-44.2097103412211,Ben Ohau,11
170.11691873700516,-43.885625987495466,Aoraki/Mount Cook National Park,13
170.6776577471797,-44.12043691271321,Burkes Pass,16
170.59805921529005,-44.38270010664613,Cattle Creek,17
170.709248081426,-44.49776783956515,Hakataramea Valley,18
170.75663094838146,-44.05613643567328,Kimbell,20
170.81266130214442,-44.014698447857036,Ashwick Flat,21
170.80580035642888,-44.13676452901888,Coal Stream,22
170.9357001383227,-44.22066992479519,Hazelburn,25
170.9026501528103,-44.42185324295422,Hunters Hills,26
170.93986692631177,-44.10959882865568,Middle Valley,27
170.97597633255458,-44.3251426553033,Cave,28
171.07675059455818,-44.116537432886766,Kakahu,30
171.03871387795155,-44.24084478091533,Totara Valley,31
171.05231830443165,-44.53121122336995,Otaio,32
171.04148245378724,-44.37470081239876,Taiko,33
171.08105668485314,-44.28298508427386,Sutherlands,34
171.07937591579628,-44.47935124494599,Southburn,35
171.08859824265838,-43.54411808341878,Ashburton Lakes,36
171.12977070727567,-44.314277888560476,Levels Valley,37
171.1401293954691,-44.437279319382064,Pareora West,39
171.16975894212086,-44.021355466808956,Woodbury,40
171.1621383212828,-44.203053059160844,Waitohi,41
171.15655747873362,-44.34270011942463,Rosewill,43
171.17549640801028,-44.10054937462333,Pleasant Valley,44
171.20476818670383,-44.06715732205432,Geraldine Downs,47
171.17905555917744,-44.426452657682574,Adair,50
171.18174902998007,-44.39679147951716,Otipua Creek,52
171.2027772452108,-44.468241768520855,Pareora,53
171.24689487133594,-44.22143129355519,Temuka,54
171.2347289417165,-44.347863632119704,Washdyke,56
171.24493823959747,-44.096837872409985,Geraldine,58
171.20890887431946,-44.41936333384857,Fairview,61
171.13785336046604,-43.81181309803338,Peel Forest,62
171.23693947224868,-44.1437786200214,Geraldine Flat,63
173.0558711270587,-43.79195866371142,Hickory Bay,64
171.238920458211,-44.36938204551749,Oceanview,70
171.22616588550918,-44.45006605428367,Normanby,74
171.24958337585053,-44.04956769327519,Orari Bridge,75
171.28948742485088,-44.298192693400956,Seadown,78
171.25802849392682,-44.39309255624628,Timaru Port,79
171.40991939049928,-43.358475902559626,Double Hill,81
171.4136490760092,-43.689525138101864,Mount Somers,82
171.26462777487797,-43.98174842653075,Arundel,84
171.30554478991513,-44.18027879209525,Winchester,86
171.34159546255833,-44.236139251867584,Milford,89
171.41561389995513,-44.19289220643865,Clandeboye,91
171.39114314526608,-43.78299528379222,Surrey Hills,92
171.43416999277795,-43.825507544777466,Mayfield,93
171.4669900730878,-43.652121631904166,Staveley,94
171.52779943538968,-44.00561673853587,Hinds,98
171.52092630975355,-43.63523877315151,Alford Forest,99
171.52687567822312,-44.12181740496492,Coldstream,100
171.51692123929416,-43.78562593763189,Valetta,101
171.50165525471067,-43.298024291724424,Lake Coleridge,104
171.57959523256372,-43.51352245842941,Mount Hutt,105
171.54120386425495,-43.5753830571563,Pudding Hill,106
171.62262778425716,-43.623413162431575,Methven,107
171.5748058664176,-42.95566921141469,Arthur's Pass National Park,108
171.79167668120252,-43.06710882365019,Arthur's Pass,113
171.7213769434739,-43.6132686378424,Highbank,115
171.72065018607609,-43.22212395516936,Castle Hill,119
171.72916706690023,-43.5052461297501,Windwhistle,120
171.91768607615504,-43.58108196921856,Hororata,136
171.84233315701118,-43.686855651364255,Barrhill,137
172.01069613202938,-43.80214173335421,Rakaia,146
172.01630143503078,-43.682908262697396,Bankside,147
172.05789847990818,-43.302050984743914,View Hill,148
172.1360068751304,-43.65557960565518,Dunsandel,151
172.12234405915652,-43.580811583802664,Greendale,152
172.12173724400787,-43.2760980849179,Coopers Creek,155
172.21387160682912,-43.31953114260896,Oxford,158
172.24753956438403,-43.51222230768242,Kirwee,160
172.30570378650478,-43.74560364718922,Leeston,161
172.2834234300346,-43.61516406671487,Burnham,163
172.3724243507203,-43.29018586678651,Cust,166
172.3490856232295,-43.512597927272324,West Melton,167
172.2988742432571,-43.61590369644976,Burnham Military Camp,168
172.39800670121633,-43.58525886305012,Rolleston,171
172.39945362488305,-43.679065119741864,Springston,172
172.46825962925507,-43.6550371409853,Lincoln University,181
172.37127390981937,-42.82162270972856,Lake Sumner National Park,182
172.50286663734678,-43.54117421842499,Islington,183
172.50718263308738,-43.50513677343845,Yaldhurst,185
172.53177143518843,-43.54794182458037,Hornby,186
172.5272088298857,-43.533852158345944,Hei Hei,188
172.5660101985451,-43.474158911851966,Harewood,190
172.54474271413486,-43.48483409772667,Christchurch Airport,191
172.55145936496982,-43.51261619927687,Avonhead,192
172.53185798092133,-43.52565369198694,Broomfield,193
172.53853019248027,-43.51795657389342,Russley,194
172.59188496555717,-42.84339485340578,The Peaks,195
172.55642709049664,-43.53457551263836,Sockburn,196
172.5694772815222,-43.67048887800065,Tai Tapu,197
172.55876158013297,-42.78098846835543,Island Hills,198
172.56978227003583,-43.49886615944256,Burnside,203
172.57409198946982,-43.519428030969834,Ilam,204
172.65541639772408,-43.24076958572955,Sefton,206
172.58541560572465,-43.488407090550204,Bishopdale,208
172.57749035167814,-43.53247050602825,Upper Riccarton,209
172.6009681129782,-43.62069930575429,Kennedys Bush,211
172.5921417458888,-43.50435273800835,Bryndwr,213
172.59982426164666,-43.56535749266446,Hoon Hay,215
172.62677009798122,-43.3561833126717,Flaxton,216
172.60747402867506,-43.495351661377256,Papanui,218
