175.59515,-37.62131,Tatuanui,0xe00,0xf00,320.0000
175.60912,-37.20977,Matatoki,0xb00,0xf00,320.0000
175.72173,-37.42263,Karangahake,0xb00,0xf00,318.0000
175.26991,-37.47482,Waiterimu,0xb00,0xf00,314.0000
174.84831,-37.31689,Te Kohanga,0xb00,0xf00,307.0000
175.16415,-37.4913,Ohinewai,0xb00,0xf00,303.0000
174.95953,-37.44872,Glen Murray,0xb00,0xf00,287.0000
176.95082,-38.61452,Ruatahuna,0xb00,0xf00,278.0000
177.49188,-37.9495,Torere,0xb00,0xf00,277.0000
177.53722,-38.35771,Matawai,0xb00,0xf00,253.0000
175.67503,-37.6712,Ngarua,0xb00,0xf00,244.0000
175.78812,-38.16721,Wiltsdown,0xe00,0xf00,224.0000
177.13757,-38.04748,Kutarere,0xb00,0xf00,207.0000
175.54869,-37.57369,Te Puninga,0xb00,0xf00,204.0000
176.96612,-38.03337,White Pine Bush,0xb00,0x1000,192.0000
178.31036,-38.05709,Te Puia Springs,0xb00,0x1000,185.0000
175.93173,-37.45404,Athenree Gorge,0xc00,0x1000,168.0000
175.86774,-37.11318,Opoutere,0xb00,0x1000,160.0000
177.897,-38.52251,Waipaoa,0xb00,0x1000,156.0000
175.18887,-38.10357,Tihiroa,0xb00,0x1000,150.0000
174.92659,-38.05297,Oparau,0xb00,0x1000,148.0000
175.64482,-37.43911,Tirohia,0xb00,0x1000,119.0000
175.12984,-37.31139,Island Block,0xb00,0x1000,108.0000
177.94057,-38.58183,"Waihirere, Gisborne",0xb00,0x1000,105.0000
176.81797,-38.11357,Lake Matahina,0xe00,0x1000,102.0000
175.99754,-38.42541,Kinleith Forest,0xe00,0x1100,96.0000
177.18153,-38.08868,Waiotahe Valley,0xb00,0x1100,95.0000
174.95541,-37.51876,Naike,0xb00,0x1100,88.0000
175.90025,-38.09829,Ngatira,0xb00,0x1100,86.0000
175.19164,-37.25784,Kopuku,0xb00,0x1100,84.0000
176.14607,-37.95547,Ngawaro,0xb00,0x1100,75.0000
177.56056,-38.41951,Rakauroa,0xb00,0x1100,71.0000
174.83733,-38.25746,Te Anga,0xb00,0x1100,59.0000
177.58511,-37.87339,"Maraenui, Opotiki",0xb00,0x1100,58.0000
