 172.67023,-41.11402,Unmatched: Cobb Reservoir,"",13,79
 171.25604,-42.34862,Unmatched: Nine Mile,"",16,300
 173.86452,-40.82502,Unmatched: Rangitoto ki te Tonga / D'Urville Island,"",7,166
