175.8999102683978,-38.91186145521143,SH1,Shouldbe: Tauranga Taupo,5023
174.55732812060745,-39.28404838091383,Ohura Rd,Shouldbe: Strathmore,5072
175.2827549600808,-39.43263236220908,SH4,Shouldbe: Raetihi,5130
173.9761871,-39.1053103,SH45,Shouldbe: Omata,5135
175.80741675327204,-39.687105543163305,SH1,Shouldbe: Taihape,5150
175.24741973678374,-40.02612501680576,Turakina Valley Rd,Shouldbe: Turakina,5166
177.1628542188141,-38.7448565395835,SH38,Shouldbe: Te Urewera,5168
175.9028699952376,-38.911577808711186,SH1,Shouldbe: Tauranga Taupo,5203
175.47773,-39.491513976394636,Whangaehu Valley Rd,Shouldbe: Tangiwai,5243
175.80178259729854,-39.684937998136924,SH1,Shouldbe: Taihape,5264
175.6573152,-39.0161346,SH47,Shouldbe: Otukou,5282
174.40696532956815,-39.325381921414255,East Rd,"Shouldbe: Douglas, Toko",5323
176.2927500812805,-40.020238573605724,SH2,Shouldbe: Takapau,5356
175.6556955696416,-39.01770085854135,SH47,"Shouldbe: Otukou, Tongariro",5480
175.28218560000002,-39.4309961,SH4,Shouldbe: Raetihi,5481
175.33437347868679,-39.67313323885359,SH4,Shouldbe: Kakatahi,5483
177.76315320439468,-38.819589745937066,Waingake Rd,Shouldbe: Waingake,5537
174.30236504787007,-39.40557664905802,SH3,"Shouldbe: Eltham, Ngaere",5562
173.97087735064352,-39.10634222635512,SH45,Shouldbe: Omata,5588
177.78163307354686,-38.78745758474567,Shanks Rd,Shouldbe: Waingake,5601
175.90745127766624,-38.90976582003539,SH1,Shouldbe: Tauranga Taupo,5616
175.2818929,-39.430108800000006,SH4,Shouldbe: Raetihi,5639
176.71786283928375,-39.43879006250681,Puketitiri Rd,Shouldbe: Rissington,5649
175.78247217432505,-40.04275402060611,Rangiwahia Rd,Shouldbe: Kimbolton,5676
175.5377448,-39.1983574,SH48,Shouldbe: Tongariro National Park,5680
175.28174845601322,-39.42887260922519,SH4,Shouldbe: Raetihi,5726
175.14657904405632,-39.94726259675559,No 2 Line,Shouldbe: Fordell,5733
175.5382229,-39.199093999999995,SH48,Shouldbe: Tongariro National Park,5769
175.53852357412575,-39.19950819510472,SH48,Shouldbe: Tongariro National Park,5818
175.91063615429135,-38.90936216779169,SH1,Shouldbe: Tauranga Taupo,5830
175.28183909999998,-39.4276423,SH4,Shouldbe: Raetihi,5832
174.56529,-39.27421791382464,Ohura Rd,"Shouldbe: Strathmore, Te Wera",5891
174.27867262075273,-38.99478702378013,SH3,Shouldbe: Motunui,5919
175.30838930000002,-40.0860699,Makirikiri Rd,Shouldbe: Marton,6074
175.30774205964576,-40.085955156247586,Makirikiri Rd,"Shouldbe: Marton, Turakina",6080
176.09564622983342,-39.517653270744965,Mangaohane Rd,Shouldbe: Ngamahango,6117
175.11387493353556,-39.9730925353285,SH3,"Shouldbe: Kaitoke, Whangaehu",6183
173.96378053842352,-39.10793557557185,SH45,Shouldbe: Omata,6217
177.4498668624927,-38.68323634656244,Bushy Knoll Rd,"Shouldbe: Hangaroa, Tahunga",6241
173.96287710000001,-39.108542299999996,SH45,Shouldbe: Omata,6318
173.9625627,-39.1087932,SH45,Shouldbe: Omata,6352
176.5695323740011,-39.6650454344685,SH50,Shouldbe: Maraekakaho,6385
174.56805761496076,-39.262147981299066,Ohura Rd,Shouldbe: Te Wera,6474
175.91901122765964,-38.90741437271921,SH1,Shouldbe: Tauranga Taupo,6495
173.95982468482674,-39.11112472658702,SH45,"Shouldbe: Oakura, Omata",6683
174.4245876592341,-39.321215875797016,East Rd,"Shouldbe: Douglas, Toko",6763
174.1725036229362,-39.37690484536866,Opunake Rd,Shouldbe: Mahoe,6770
176.6422363906506,-39.82077160930196,SH2,"Shouldbe: Otane, Te Hauke",6864
175.9240453,-38.906564700000004,SH1,Shouldbe: Tauranga Taupo,6881
175.66626071426725,-40.135572736086495,Kimbolton Rd,"Shouldbe: Cheltenham, Kiwitea",6904
174.30210939579888,-39.417594190833825,SH3,Shouldbe: Eltham,6905
175.92566610261994,-38.90601789528751,SH1,"Shouldbe: Otaiatoa Bay, Tauranga Taupo",7019
177.78143608397212,-38.85020796313291,Tarewa Rd,Shouldbe: Waingake,7049
173.9573749,-39.1153468,SH45,Shouldbe: Oakura,7105
177.76331893230244,-38.82057122316372,Tarewa Rd,Shouldbe: Waingake,7178
177.34296083405206,-38.95162652500053,SH38,Shouldbe: Frasertown,7201
174.57421617202596,-39.25592724734072,Ohura Rd,Shouldbe: Te Wera,7225
173.95586640739188,-39.118025869802594,SH45,"Shouldbe: Kaitake, Oakura",7375
176.5765616505094,-39.65168518052113,SH50,Shouldbe: Maraekakaho,7408
174.27372820000002,-38.9949187,SH3,Shouldbe: Motunui,7408
174.260698842599,-38.995643342910554,SH3,"Shouldbe: Motunui, Waitara",7826
174.43982512191195,-39.31830220949167,East Rd,Shouldbe: Douglas,7944
177.7620163873785,-38.82030432462788,Paparatu Rd,Shouldbe: Waingake,8136
175.3315842670547,-39.70091183125986,SH4,Shouldbe: Kakatahi,8404
174.2537776545185,-38.998736632528754,SH3,Shouldbe: Waitara,8963
175.32721681162877,-39.71258146884327,SH4,Shouldbe: Kakatahi,9594
177.372580834033,-38.959930555462265,SH38,Shouldbe: Frasertown,9901
