173.82788788897318,-35.571904840389394,Unmatched: Awarua,"",9,64
173.4923334099973,-35.00195599485002,Unmatched: Cable Bay,"",9,50
174.42520619033442,-36.30375562041896,Unmatched: Hargreaves Basin,"",9,533
173.51716627720643,-35.313758005818634,Unmatched: Hokianga Harbour,"",9,44
173.34540622100374,-35.03897142376558,Unmatched: Kaingaroa,"",9,38
174.26407641300835,-35.679520279220526,Unmatched: Kamo,Whangarei,9,276
174.57806774135904,-36.129657604023016,Unmatched: Mangawhai Harbour,"",9,350
174.51484616754303,-35.57647792973942,Unmatched: Matapouri Bay,"",9,539
173.5298110086729,-34.98948934544264,Unmatched: Mill Bay,"",9,102
175.376337992238,-36.126736860656635,Unmatched: Moanauriuri Bay,"",1,524
174.51852369894027,-35.71992256575005,Unmatched: Ngunguru Bay,"",9,338
174.34036037152126,-35.39678549268844,Unmatched: Oakura,"",9,89
173.72034995948727,-35.52181938653989,Unmatched: Otaua,"",9,62
173.95765049688808,-35.341932671623674,Unmatched: Pakaraka,"",9,69
174.49018285789703,-35.70446845961137,Unmatched: Pataua,"",9,331
174.12266570273943,-35.30313075388026,Unmatched: Pipiroa Bay,"",9,95
174.08086566654666,-35.27337040526777,Unmatched: Te Ti Bay,"",9,101
174.03393021338007,-35.1512985941853,Unmatched: Te Tii,"",9,6
174.61841436656553,-36.353384413728,Unmatched: Waiwhiu,"",9,553
174.57204487436604,-36.31766379956645,Unmatched: Wayby Valley,"",1,348
174.77854197394487,-36.30328296344336,Unmatched: Whangateau Harbour,"",1,532
