1,Fiordland National Park
64,Mount Peel
173,Lake Ellesmere
356,Minaret Bay
358,Westland National Park
359,Jamestown
366,Otematata
368,Mount Aspiring
373,Mount Nicholas
374,Big Bay
375,Landsborough Valley
376,Lake Sumner Forest Park
377,Otiake
385,Kirkliston
386,French Bay
388,Craigieburn Forest Park
394,Arahura Valley
