356,Lake Rotorua / Te Rotorua nui a Kahumatamomoe
372,Motiti Island
376,Kaingaroa
408,Maungapohatu
449,Orokawa Bay
451,Moturiki Island
452,Ohiwa Harbour Whakatane
454,Waikato
