19,Potters
25,Coal Creek Flat
114,Glendhu Forest
406,Underwood
454,Josephville
491,Cecil Peak
492,Kingston Crossing
525,Otamita
535,Steeple Burn
588,Bluff Harbour
605,Tomahawk Lagoon
617,Lake Mahinerangi
660,Mount Buster
683,Hilderthorpe
685,Moonlight
700,Coronet Peak
703,Kawarau Gorge
718,Frankton Arm
724,Lake Howden
725,Lake Mackenzie
727,Black Point
732,Lake Wakatipu
