175.85344173274,-37.2468631766892,SH25,Shouldbe: Whangamata,2013
175.853796396097,-37.2482091882911,SH25,Shouldbe: Whangamata,1975
175.6546834,-38.2592164,Waipapa Rd,Shouldbe: Wharepapa South,2414
175.590979041489,-38.1081968209092,Rotongata Rd,Shouldbe: Wharepapa South,515
175.604068827936,-38.1044239369905,Rotongata Rd,Shouldbe: Wharepapa South,0
175.5934521,-38.1023619,Waimanu Rd,Shouldbe: Wharepapa South,96
175.659431700448,-38.262377607636,Waipapa Rd,Shouldbe: Wharepapa South,1927
175.592122552237,-38.1060259048518,Rotongata Rd,Shouldbe: Wharepapa South,451
175.594745879989,-38.1055161648004,Rotongata Rd,Shouldbe: Wharepapa South,46
175.656561200385,-38.2602197082399,Waipapa Rd,Shouldbe: Wharepapa South,2243
175.619331941637,-38.0949529160028,Bulmer Rd,Shouldbe: Wharepapa South,0
175.5680267,-38.2992805,Wairehi Rd,Shouldbe: Wharepuhunga,1548
175.4251255,-38.1569063,Wharepuhunga Rd,Shouldbe: Wharepuhunga,383
175.451197321061,-38.1990280406282,Mangatutu Rd,Shouldbe: Wharepuhunga,784
175.490748745857,-38.2351594889272,Duncan Rd,Shouldbe: Wharepuhunga,270
177.828722200789,-38.3925351982789,Whatatutu Rd,Shouldbe: Whatatutu,680
175.077265987024,-37.8181889510992,SH23,Shouldbe: Whatawhata,470
175.20351541044,-37.8052166853177,Howden Rd,Shouldbe: Whatawhata,242
175.2040546,-37.8056061,Howden Rd,Shouldbe: Whatawhata,179
175.885714610273,-37.2754036091579,SH25,Shouldbe: Whiritoa,2263
175.888034460808,-37.2833082527994,SH25,Shouldbe: Whiritoa,1880
175.882137903152,-37.2663188910461,SH25,Shouldbe: Whiritoa,2073
175.8969969742,-37.2852513711368,SH25,Shouldbe: Whiritoa,2072
175.895700068701,-37.2849110480904,SH25,Shouldbe: Whiritoa,1888
175.856162493664,-37.249453652384,SH25,"Shouldbe: Whangamata, Whiritoa",1964
175.853709845271,-37.2482338699583,Parakiwai Quarry Rd,"Shouldbe: Whangamata, Whiritoa",1414
176.942127,-38.0056652,Station Rd,Shouldbe: White Pine Bush,11
175.3710099,-37.6389088,Woodlands Rd,Shouldbe: Whitikahu,0
175.2720477,-37.780503,Willoughby St,Shouldbe: Whitiora,34
175.271842,-37.7804406,Willoughby St,Shouldbe: Whitiora,64
175.2717212,-37.7803905,Willoughby St,Shouldbe: Whitiora,76
175.266793118342,-37.7785929570977,Willoughby St,Shouldbe: Whitiora,271
175.2692549,-37.7795188,Willoughby St,Shouldbe: Whitiora,86
