173.984288341324,-35.142013245796,Purerua Rd,Shouldbe: Te Ti Mangonui,1392
174.325317830255,-35.7017747878193,Waiatawa Rd,Shouldbe: Tikipunga,33
174.324381631634,-35.7001775525485,Waiatawa Rd,Shouldbe: Tikipunga,42
174.336692979248,-35.6979939529294,Whareora Rd,Shouldbe: Tikipunga,721
174.332974292675,-35.7002261897028,Whareora Rd,Shouldbe: Tikipunga,306
174.332946670558,-35.700250011674,Hakawai Lane,Shouldbe: Tikipunga,302
174.3232037,-35.6882479,Puna Rere Dr,Shouldbe: Tikipunga,251
174.335847343149,-35.6991972907041,Whareora Rd,Shouldbe: Tikipunga,592
174.338088779875,-35.6964312201252,Whareora Rd,"Shouldbe: Tikipunga, Whareora",915
173.667169282093,-35.043351936186,SH10,Shouldbe: Totara North,2118
173.699664928148,-35.055438416562,SH10,Shouldbe: Totara North,46
173.650780266613,-35.0347003999194,SH10,Shouldbe: Totara North,0
173.693308480404,-35.0582007662521,SH10,Shouldbe: Totara North,2939
173.658143546806,-35.0436106680323,SH10,"Shouldbe: Kaeo, Totara North",1661
173.8925525,-35.9518318,SH12,Shouldbe: Turiwiri,202
173.919763802934,-35.9960219507003,SH12,"Shouldbe: Arapohue, Turiwiri",499
173.636471403748,-35.298341659472,SH1,Shouldbe: Umawera,640
173.089137835469,-34.8983025774158,Hukatere Rd,Shouldbe: Waiharara,1979
173.615082233853,-35.4867321132821,SH12,Shouldbe: Waima,558
173.631049987031,-35.4703305263788,SH12,Shouldbe: Waima,0
173.887288573135,-35.3133709233657,Te Ahu Ahu Rd,Shouldbe: Waimate North,2180
173.871752928436,-35.3183080772134,Te Ahu Ahu Rd,Shouldbe: Waimate North,873
173.873808489442,-35.3167305108328,Te Ahu Ahu Rd,Shouldbe: Waimate North,1113
173.878854671519,-35.3148929789648,Te Ahu Ahu Rd,Shouldbe: Waimate North,1539
173.891617331345,-35.3142351798741,Te Ahu Ahu Rd,"Shouldbe: Oromahoe, Waimate North",2023
173.9343151,-35.2077511,Waipapa Rd,Shouldbe: Waipapa,114
173.9179788,-35.2063405,Waipapa Rd,Shouldbe: Waipapa,578
173.9192274,-35.2060727,Waipapa Rd,Shouldbe: Waipapa,534
173.9199627,-35.2059314,Waipapa Rd,Shouldbe: Waipapa,500
173.926089455558,-35.206533379957,Waipapa Rd,Shouldbe: Waipapa,459
173.933751395133,-35.2078755482154,Waipapa Rd,Shouldbe: Waipapa,159
173.571525610818,-35.6934020741383,Waipoua Settlement Rd,"Shouldbe: Aranga, Waipoua Forest",776
174.455791514334,-35.942588555266,Golf Club Acess Road,Shouldbe: Waipu,1403
174.413174038367,-36.0346765371345,Waipu Gorge Rd,Shouldbe: Waipu,2520
174.367245999652,-35.9431120908933,Waipu Caves Rd,Shouldbe: Waipu,816
174.3668319,-35.9430502,Waipu Caves Rd,Shouldbe: Waipu,1000
174.427903064963,-36.0797691454739,SH1,Shouldbe: Waipu,44
174.351462504925,-35.9366633177812,Waipu Caves Rd,Shouldbe: Waipu,387
174.348469786453,-35.9355571487486,Waipu Caves Rd,Shouldbe: Waipu,1167
174.390674610502,-35.9385606586431,Waipu Caves Rd,Shouldbe: Waipu,1733
174.388881703823,-35.9398156592355,Waipu Caves Rd,Shouldbe: Waipu,1671
174.347942678479,-35.934828859583,Waipu Caves Rd,Shouldbe: Waipu,1139
174.703048925871,-36.3724462982716,Matakana Rd,Shouldbe: Warkworth,44
174.683241057452,-36.3688632424529,Matakana Rd,Shouldbe: Warkworth,0
174.649001943365,-36.3685525035002,Dashper Dr,Shouldbe: Warkworth,1542
174.660464205184,-36.3899736599273,Matakana Rd,Shouldbe: Warkworth,1652
174.65947604072,-36.3874854826402,Matakana Rd,Shouldbe: Warkworth,1510
174.660031718078,-36.3851765383598,Matakana Rd,Shouldbe: Warkworth,1401
174.6603526,-36.3844868,Matakana Rd,Shouldbe: Warkworth,1280
174.66069555221,-36.3840615027523,Matakana Rd,Shouldbe: Warkworth,178
174.671834789348,-36.376505675594,Matakana Rd,Shouldbe: Warkworth,0
174.6599936,-36.3846979,Matakana Rd,Shouldbe: Warkworth,1322
174.660348655336,-36.3844931935769,Matakana Rd,Shouldbe: Warkworth,1322
174.65944,-36.3860095504742,Matakana Rd,Shouldbe: Warkworth,1403
174.546100512319,-36.2277222183285,Wharfe Rd,Shouldbe: Wellsford,129
174.556388950488,-36.3375608772228,SH1,Shouldbe: Wellsford,1810
174.518226216761,-36.2806110815656,SH1,Shouldbe: Wellsford,1651
174.548978313146,-36.2860539102994,Whangaripo Valley Rd,Shouldbe: Wellsford,817
174.513019766169,-36.274116671626,SH1,Shouldbe: Wellsford,1303
174.535855435199,-36.2944033254516,Whangaripo Valley Rd,Shouldbe: Wellsford,2333
174.514225711938,-36.2764080183667,SH1,Shouldbe: Wellsford,1395
174.565927100159,-36.284270099908,Whangaripo Valley Rd,Shouldbe: Wellsford,659
174.567036649047,-36.2826545933941,Whangaripo Valley Rd,Shouldbe: Wellsford,301
174.603262707507,-36.3590021936739,SH1,"Shouldbe: Dome Forest, Wellsford",0
174.57915,-36.3505073894985,Saunders Rd,"Shouldbe: Dome Forest, Wellsford",349
174.30258422319,-35.4781610531483,Russell Rd,Shouldbe: Whakapara,1086
174.293386436925,-35.5247723009142,Pigs Head Rd,Shouldbe: Whakapara,132
174.3184768,-35.7258913,Water St,Shouldbe: Whangarei,20
174.319314389039,-35.72563,Water St,Shouldbe: Whangarei,43
174.323090268335,-35.7228714132903,Hatea Dr,Shouldbe: Whangarei,23
174.318777,-35.7257613,Water St,Shouldbe: Whangarei,24
173.75543,-35.0521227750888,Ota Point Rd,Shouldbe: Whangaroa,218
174.299418065371,-35.3072463505303,Rawhiti Rd,Shouldbe: Whangaruru,1737
174.296788124258,-35.3095089767673,Rawhiti Rd,Shouldbe: Whangaruru,1906
174.424874756909,-36.3335019873263,Wharehine Rd,Shouldbe: Wharehine,876
174.4162286,-36.3297717,Run Rd,Shouldbe: Wharehine,2274
174.415035416481,-36.3299185429758,Run Rd,Shouldbe: Wharehine,2028
174.409010026433,-36.3267507895639,Run Rd,Shouldbe: Wharehine,305
174.433539935947,-35.6843914029086,Pataua North Rd,Shouldbe: Whareora,1145
174.315056590206,-35.6995480017632,Rupert Clark Rd,Shouldbe: Whau Valley,546
174.313926565537,-35.7000295959455,Western Hills Dr,Shouldbe: Whau Valley,652
174.3168117,-35.7010534,Moody Ave,Shouldbe: Whau Valley,112
174.3136989,-35.699753,SH1,Shouldbe: Whau Valley,147
174.313443446425,-35.69947,Kamo Bypass,Shouldbe: Whau Valley,590
174.314573227995,-35.69731,Rupert Clark Rd,Shouldbe: Whau Valley,442
174.314421522361,-35.6982402568892,Rupert Clark Rd,Shouldbe: Whau Valley,496
174.3103861,-35.6926478,Kamo Rd,Shouldbe: Whau Valley,29
173.461070356885,-35.4625984432195,Koutu Loop Rd,Shouldbe: Whirinaki,1098
173.453091175617,-35.4889427576196,Mountain Rd,Shouldbe: Whirinaki,503
173.444475630523,-35.4848803729241,Mountain Rd,"Shouldbe: Opononi, Whirinaki",2529
