176.06379152818798,-41.09512048017087,Bull Lane,Shouldbe: Riversdale Beach,791635
176.06623304604383,-41.09409199658935,Tama Rd,Shouldbe: Riversdale Beach,791637
176.06276078994372,-41.09391,Tama Rd,Shouldbe: Riversdale Beach,791645
176.06203254745947,-41.09350726270259,Tama Rd,Shouldbe: Riversdale Beach,791656
176.06705600480538,-41.09737120096108,Palm Pde,Shouldbe: Riversdale Beach,791657
176.066217999081,-41.09666726576981,Otaraia Rd,Shouldbe: Riversdale Beach,791659
176.06875149440233,-41.098360761876386,Blue Pacific Pde,Shouldbe: Riversdale Beach,791680
176.0676729,-41.0974105,Palm Pde,Shouldbe: Riversdale Beach,791690
176.0652245,-41.0953879,Bull Lane,Shouldbe: Riversdale Beach,791701
176.06896304823667,-41.097425080433304,Blue Pacific Pde,Shouldbe: Riversdale Beach,791763
176.04259855177312,-41.076812916896216,Riversdale Rd,Shouldbe: Riversdale Beach,791794
176.06742229388297,-41.09461623670221,Tama Rd,Shouldbe: Riversdale Beach,791865
176.0702033907089,-41.09393219877825,Blue Pacific Pde,Shouldbe: Riversdale Beach,792112
176.0698903629424,-41.092015652514036,Pinedale Cres,Shouldbe: Riversdale Beach,792244
176.0717354724104,-41.088233012101256,Pinedale Cres,Shouldbe: Riversdale Beach,792244
176.07101917288142,-41.092321774932955,Blue Pacific Pde,Shouldbe: Riversdale Beach,792286
176.07196957431384,-41.090495418712216,Blue Pacific Pde,Shouldbe: Riversdale Beach,792483
176.0717551484446,-41.08713004965048,Pinedale Cres,Shouldbe: Riversdale Beach,792653
176.07303474647097,-41.08570220282323,Pinedale Cres,Shouldbe: Riversdale Beach,792738
176.07037794879983,-41.08405752907648,Orui-Riversdale Rd,Shouldbe: Riversdale Beach,792868
176.07018816333982,-41.084237099170615,Riversdale Rd,Shouldbe: Riversdale Beach,792868
176.0730591486311,-41.08570564120802,Riversdale Rd,Shouldbe: Riversdale Beach,792872
176.0748568754267,-41.08738656228665,Bodle Dr,Shouldbe: Riversdale Beach,792902
