174.54989205,-36.07613375,"134 Kapawiti Road, Mangawhai",Wrong Side: 957013
174.58836012,-36.07652522,"35C Taranga View Road, Mangawhai Heads, Mangawhai",Wrong Side: 1644968
174.58769343,-36.07700602,"35B Taranga View Road, Mangawhai Heads, Mangawhai",Wrong Side: 1645824
174.55179233,-36.07603082,"136 Kapawiti Road, Mangawhai",Wrong Side: 1655543
174.09310541,-35.37213570,"48C Doel Road, Kawakawa",Wrong Side: 2103476
174.09115284,-35.36542537,"7 Doel Road, Kawakawa",Wrong Side: 2280802
174.09058051,-35.36518414,"3 Doel Road, Kawakawa",Wrong Side: 2310790
174.43362075,-36.35416641,"222 Wharehine Road, Tauhoa, Wellsford",Wrong Side: 2357086
174.09182164,-35.36552897,"15 Doel Road, Kawakawa",Wrong Side: 2371596
174.09207904,-35.36522451,"17 Doel Road, Kawakawa",Wrong Side: 2371597
174.09681465,-35.37374236,"140A Doel Road, Kawakawa",Wrong Side: 2376266
174.01131092,-36.05367715,"790 Dunn Road, Ruawai",Wrong Side: 2383954
174.09052692,-35.36562151,"4 Doel Road, Kawakawa",Wrong Side: 2438415
174.09101838,-35.36593479,"10 Doel Road, Kawakawa",Wrong Side: 2438524
